"Date","Price","Open","High","Low","Vol.","Change %"
"28-09-2021","18.5350","18.0525","18.5700","15.3725","","2.67%"
"27-09-2021","18.0525","16.9225","18.1375","13.5150","","6.68%"
"24-09-2021","16.9225","16.6025","17.3300","12.7725","","1.93%"
"23-09-2021","16.6025","16.4925","16.9375","10.3125","","0.67%"
"22-09-2021","16.4925","16.5200","16.8600","13.2775","","-0.17%"
"21-09-2021","16.5200","17.4925","17.9975","13.0025","","-5.56%"
"20-09-2021","17.4925","15.2325","17.8075","10.2275","","14.84%"
"17-09-2021","15.2325","14.4125","15.6500","12.1375","","5.69%"
"16-09-2021","14.4125","13.7300","14.5250","9.0250","","4.97%"
"15-09-2021","13.7300","13.5750","13.8750","12.3700","","1.14%"
"14-09-2021","13.5750","14.0250","14.0250","10.8725","","-3.21%"
"13-09-2021","14.0250","13.9425","14.7775","11.9175","","0.59%"
"09-09-2021","13.9425","14.4100","14.4100","13.6375","","-3.24%"
"08-09-2021","14.4100","14.8950","15.0625","12.4850","","-3.26%"
"07-09-2021","14.8950","15.1050","15.2300","14.5850","","-1.39%"
"06-09-2021","15.1050","14.5425","15.2800","14.0550","","3.87%"
"03-09-2021","14.5425","14.2400","14.6450","13.5800","","2.12%"
"02-09-2021","14.2400","14.1850","14.3850","13.6100","","0.39%"
"01-09-2021","14.1850","14.5200","15.6300","13.9000","","-2.31%"
"31-08-2021","14.5200","13.3175","14.7650","12.6350","","9.03%"
"30-08-2021","13.3175","13.4050","13.6850","12.4025","","-0.65%"
"27-08-2021","13.4050","13.5375","13.7600","12.9400","","-0.98%"
"26-08-2021","13.5375","13.4975","14.1950","12.1125","","0.30%"
"25-08-2021","13.4975","13.1875","13.9725","12.2650","","2.35%"
"24-08-2021","13.1875","13.6850","14.5075","13.0975","","-3.64%"
"23-08-2021","13.6850","14.0150","14.4400","12.7250","","-2.35%"
"20-08-2021","14.0150","12.9050","14.1400","12.3475","","8.60%"
"18-08-2021","12.9050","13.4125","13.4125","11.1200","","-3.78%"
"17-08-2021","13.4125","13.4575","13.6100","12.0275","","-0.33%"
"16-08-2021","13.4575","12.9900","13.6575","11.3750","","3.60%"
"13-08-2021","12.9900","12.3725","13.1625","11.3950","","4.99%"
"12-08-2021","12.3725","12.7125","12.8175","11.3625","","-2.67%"
"11-08-2021","12.7125","12.7050","13.3275","10.4725","","0.06%"
"10-08-2021","12.7050","12.6050","13.0675","9.9825","","0.79%"
"09-08-2021","12.6050","12.6075","13.1100","12.0300","","-0.02%"
"06-08-2021","12.6075","12.8725","13.1625","11.6400","","-2.06%"
"05-08-2021","12.8725","13.2125","13.4175","11.2025","","-2.57%"
"04-08-2021","13.2125","13.7475","14.0575","12.6500","","-3.89%"
"03-08-2021","13.7475","12.8050","13.9050","11.9625","","7.36%"
"02-08-2021","12.8050","12.8025","13.0900","11.5175","","0.02%"
"30-07-2021","12.8025","12.9450","13.3200","12.1750","","-1.10%"
"29-07-2021","12.9450","13.6925","13.6925","12.4350","","-5.46%"
"28-07-2021","13.6925","13.2325","15.9800","11.3550","","3.48%"
"27-07-2021","13.2325","12.4500","13.5250","12.1025","","6.29%"
"26-07-2021","12.4500","11.7625","12.5400","10.3950","","5.84%"
"23-07-2021","11.7625","11.8850","12.1150","11.5675","","-1.03%"
"22-07-2021","11.8850","13.2050","13.2050","11.7175","","-10.00%"
"20-07-2021","13.2050","12.6800","14.0925","11.7875","","4.14%"
"19-07-2021","12.6800","11.7050","13.1975","11.7050","","8.33%"
"16-07-2021","11.7050","12.2700","12.3700","11.6250","","-4.60%"
"15-07-2021","12.2700","12.5900","12.9450","11.0825","","-2.54%"
"14-07-2021","12.5900","12.6225","12.9600","10.4850","","-0.26%"
"13-07-2021","12.6225","12.9925","12.9925","10.6725","","-2.85%"
"12-07-2021","12.9925","12.9425","13.6075","11.8100","","0.39%"
"09-07-2021","12.9425","13.5600","14.0025","12.1750","","-4.55%"
"08-07-2021","13.5600","12.2125","14.0075","12.0550","","11.03%"
"07-07-2021","12.2125","12.2750","12.5850","11.1475","","-0.51%"
"06-07-2021","12.2750","12.0675","12.3600","11.2900","","1.72%"
"05-07-2021","12.0675","12.0900","12.6225","11.9875","","-0.19%"
"02-07-2021","12.0900","12.8400","13.0200","12.0225","","-5.84%"
"01-07-2021","12.8400","13.0450","13.2825","12.3300","","-1.57%"
"30-06-2021","13.0450","13.0025","13.1400","12.6000","","0.33%"
"29-06-2021","13.0025","13.4025","13.4025","12.9025","","-2.98%"
"28-06-2021","13.4025","13.3675","13.7700","13.1175","","0.26%"
"25-06-2021","13.3675","15.0975","15.2675","13.2750","","-11.46%"
"24-06-2021","15.0975","15.3650","15.6375","14.9250","","-1.74%"
"23-06-2021","15.3650","14.7375","15.5350","13.6250","","4.26%"
"22-06-2021","14.7375","15.0600","15.1125","14.4250","","-2.14%"
"21-06-2021","15.0600","14.7975","16.4600","14.3750","","1.77%"
"18-06-2021","14.7975","15.2875","16.6200","10.6000","","-3.21%"
"17-06-2021","15.2875","14.8650","16.0500","14.5275","","2.84%"
"16-06-2021","14.8650","14.6050","15.3225","13.6175","","1.78%"
"15-06-2021","14.6050","14.7150","15.1625","13.2775","","-0.75%"
"14-06-2021","14.7150","14.1025","15.3075","13.7400","","4.34%"
"11-06-2021","14.1025","15.0025","15.0025","13.9375","","-6.00%"
"10-06-2021","15.0025","14.7525","15.2000","14.1775","","1.69%"
"09-06-2021","14.7525","15.2250","15.7425","11.9450","","-3.10%"
"08-06-2021","15.2250","15.5675","15.6000","13.5675","","-2.20%"
"07-06-2021","15.5675","15.9400","15.9400","14.7425","","-2.34%"
"04-06-2021","15.9400","15.7450","16.3825","14.9425","","1.24%"
"03-06-2021","15.7450","17.2100","17.2100","14.1475","","-8.51%"
"02-06-2021","17.2100","17.3875","17.6475","15.1675","","-1.02%"
"01-06-2021","17.3875","16.8850","17.9625","15.3100","","2.98%"
"31-05-2021","16.8850","17.4025","17.9900","16.4325","","-2.97%"
"28-05-2021","17.4025","19.9100","19.9100","17.3550","","-12.59%"
"27-05-2021","19.9100","20.8725","21.3225","18.3525","","-4.61%"
"26-05-2021","20.8725","18.8425","21.3025","17.2300","","10.77%"
"25-05-2021","18.8425","19.1300","21.0500","17.6875","","-1.50%"
"24-05-2021","19.1300","19.0800","19.8850","18.7200","","0.26%"
"21-05-2021","19.0800","19.6525","19.6525","17.1300","","-2.91%"
"20-05-2021","19.6525","19.3175","19.8375","18.0925","","1.73%"
"19-05-2021","19.3175","19.2400","19.5675","17.2300","","0.40%"
"18-05-2021","19.2400","19.6075","19.6075","18.3050","","-1.87%"
"17-05-2021","19.6075","20.2675","20.4250","18.3625","","-3.26%"
"14-05-2021","20.2675","20.0800","21.1525","18.2275","","0.93%"
"12-05-2021","20.0800","19.8300","20.9050","18.3600","","1.26%"
"11-05-2021","19.8300","20.2250","21.1175","19.7225","","-1.95%"
"10-05-2021","20.2250","20.8225","21.1475","20.1350","","-2.87%"
"07-05-2021","20.8225","22.0350","22.0350","20.3100","","-5.50%"
"06-05-2021","22.0350","21.9625","22.6125","20.1225","","0.33%"
"05-05-2021","21.9625","23.0100","23.1900","21.1350","","-4.55%"
"04-05-2021","23.0100","23.6925","23.6925","22.1775","","-2.88%"
"03-05-2021","23.6925","23.0275","24.5400","21.8400","","2.89%"
"30-04-2021","23.0275","23.3050","23.7650","22.5975","","-1.19%"
"29-04-2021","23.3050","22.5800","23.4225","22.1075","","3.21%"
"28-04-2021","22.5800","23.0825","23.1125","20.9675","","-2.18%"
"27-04-2021","23.0825","23.4950","23.6250","22.3200","","-1.76%"
"26-04-2021","23.4950","22.6900","23.5550","22.6175","","3.55%"
"23-04-2021","22.6900","23.0250","23.0525","20.2100","","-1.45%"
"22-04-2021","23.0250","22.4250","23.6075","22.4250","","2.68%"
"20-04-2021","22.4250","22.4850","22.7450","21.2375","","-0.27%"
"19-04-2021","22.4850","20.4025","23.1075","19.8075","","10.21%"
"16-04-2021","20.4025","20.8900","21.0900","19.4825","","-2.33%"
"15-04-2021","20.8900","20.4600","21.5450","18.2450","","2.10%"
"13-04-2021","20.4600","22.9950","22.9950","20.2975","","-11.02%"
"12-04-2021","22.9950","19.7850","23.3025","19.7850","","16.22%"
"09-04-2021","19.7850","20.3125","20.9675","19.6825","","-2.60%"
"08-04-2021","20.3125","20.2475","20.5850","19.1700","","0.32%"
"07-04-2021","20.2475","20.8400","21.2975","19.4300","","-2.84%"
"06-04-2021","20.8400","21.2150","22.2400","19.8050","","-1.77%"
"05-04-2021","21.2150","19.9875","23.3050","19.9875","","6.14%"
"01-04-2021","19.9875","20.6450","20.6750","19.7300","","-3.18%"
"31-03-2021","20.6450","20.4850","20.8300","19.9950","","0.78%"
"30-03-2021","20.4850","20.6500","20.6500","19.5675","","-0.80%"
"26-03-2021","20.6500","22.6975","22.9175","18.2250","","-9.02%"
"25-03-2021","22.6975","22.4550","23.3125","21.1200","","1.08%"
"24-03-2021","22.4550","20.6650","22.6875","19.7450","","8.66%"
"23-03-2021","20.6650","20.4925","22.1350","20.4925","","0.84%"
"22-03-2021","20.4925","19.9875","21.2325","18.9700","","2.53%"
"19-03-2021","19.9875","20.0800","21.8650","18.7250","","-0.46%"
"18-03-2021","20.0800","20.1575","20.9475","16.6825","","-0.38%"
"17-03-2021","20.1575","20.1900","20.4200","18.6200","","-0.16%"
"16-03-2021","20.1900","21.2275","21.2275","18.0625","","-4.89%"
"15-03-2021","21.2275","21.7075","22.9325","20.9950","","-2.21%"
"12-03-2021","21.7075","20.7475","22.6700","18.5375","","4.63%"
"10-03-2021","20.7475","22.4950","22.4950","19.3150","","-7.77%"
"09-03-2021","22.4950","24.6750","24.6750","21.4375","","-8.83%"
"08-03-2021","24.6750","25.5600","25.6525","21.2025","","-3.46%"
"05-03-2021","25.5600","24.1500","26.4075","22.8625","","5.84%"
"04-03-2021","24.1500","22.0900","24.5775","22.0900","","9.33%"
"03-03-2021","22.0900","23.6050","23.6050","21.8150","","-6.42%"
"02-03-2021","23.6050","25.6250","25.6250","23.2100","","-7.88%"
"01-03-2021","25.6250","28.1425","28.1425","24.9500","","-8.95%"
"26-02-2021","28.1425","22.8925","29.6450","22.8925","","22.93%"
"25-02-2021","22.8925","24.1675","24.1675","22.6275","","-5.28%"
"24-02-2021","24.1675","25.2275","25.2275","23.4825","","-4.20%"
"23-02-2021","25.2275","25.4700","25.6425","23.8575","","-0.95%"
"22-02-2021","25.4700","22.2500","25.8200","20.0225","","14.47%"
"19-02-2021","22.2500","21.5425","22.8675","19.3450","","3.28%"
"18-02-2021","21.5425","21.5050","22.0850","19.9625","","0.17%"
"17-02-2021","21.5050","21.7800","21.8800","21.0975","","-1.26%"
"16-02-2021","21.7800","21.4750","22.1150","20.5350","","1.42%"
"15-02-2021","21.4750","22.0425","22.3900","20.8225","","-2.57%"
"12-02-2021","22.0425","23.0450","23.0650","20.8925","","-4.35%"
"11-02-2021","23.0450","23.9525","24.2225","21.0175","","-3.79%"
"10-02-2021","23.9525","24.2700","24.9550","20.9075","","-1.31%"
"09-02-2021","24.2700","23.9575","24.4675","21.4325","","1.30%"
"08-02-2021","23.9575","23.4150","24.3450","22.1775","","2.32%"
"05-02-2021","23.4150","23.1225","23.9350","20.0800","","1.27%"
"04-02-2021","23.1225","23.7450","23.9325","22.0900","","-2.62%"
"03-02-2021","23.7450","23.3450","24.1975","20.9475","","1.71%"
"02-02-2021","23.3450","23.3225","23.6100","21.0025","","0.10%"
"01-02-2021","23.3225","25.3425","25.9250","22.6000","","-7.97%"
"29-01-2021","25.3425","24.2900","25.9900","22.0800","","4.33%"
"28-01-2021","24.2900","24.3925","25.2950","23.4350","","-0.42%"
"27-01-2021","24.3925","23.2450","24.7475","20.8300","","4.94%"
"25-01-2021","23.2450","22.4225","23.8100","20.3375","","3.67%"
"22-01-2021","22.4225","22.1800","23.0400","18.7300","","1.09%"
"21-01-2021","22.1800","21.5500","22.7775","18.6175","","2.92%"
"20-01-2021","21.5500","22.8975","23.1850","19.3300","","-5.88%"
"19-01-2021","22.8975","24.3950","24.3950","20.3600","","-6.14%"
"18-01-2021","24.3950","24.0100","25.4125","23.5675","","1.60%"
"15-01-2021","24.0100","23.0275","24.6775","23.0275","","4.27%"
"14-01-2021","23.0275","23.2925","23.7025","22.8075","","-1.14%"
"13-01-2021","23.2925","22.8475","24.0475","22.3700","","1.95%"
"12-01-2021","22.8475","22.3825","23.2600","22.2925","","2.08%"
"11-01-2021","22.3825","20.6400","22.7450","20.6400","","8.44%"
"08-01-2021","20.6400","20.6150","20.8500","17.3800","","0.12%"
"07-01-2021","20.6150","20.9950","20.9950","20.1375","","-1.81%"
"06-01-2021","20.9950","20.4600","21.6300","20.4250","","2.61%"
"05-01-2021","20.4600","20.0300","21.0050","20.0300","","2.15%"
"04-01-2021","20.0300","19.5600","21.0275","19.3350","","2.40%"
"01-01-2021","19.5600","21.0950","21.3325","19.2625","","-7.28%"
"31-12-2020","21.0950","21.1100","21.5050","19.1900","","-0.07%"
"30-12-2020","21.1100","20.7900","21.5875","20.7900","","1.54%"
"29-12-2020","20.7900","20.4275","21.2125","17.6275","","1.77%"
"28-12-2020","20.4275","19.9675","21.0225","18.5975","","2.30%"
"24-12-2020","19.9675","20.4950","20.9525","15.6450","","-2.57%"
"23-12-2020","20.4950","21.9850","22.0825","19.3950","","-6.78%"
"22-12-2020","21.9850","23.1900","24.4800","16.5925","","-5.20%"
"21-12-2020","23.1900","18.6225","23.6800","18.6225","","24.53%"
"18-12-2020","18.6225","19.1575","19.4925","14.5550","","-2.79%"
"17-12-2020","19.1575","19.2000","21.6225","14.0525","","-0.22%"
"16-12-2020","19.2000","19.3450","19.3975","18.6075","","-0.75%"
"15-12-2020","19.3450","19.4025","19.8275","15.6925","","-0.30%"
"14-12-2020","19.4025","18.7900","19.6425","15.3275","","3.26%"
"11-12-2020","18.7900","18.7125","19.2850","17.3625","","0.41%"
"10-12-2020","18.7125","18.9200","19.3850","17.4225","","-1.10%"
"09-12-2020","18.9200","18.6175","19.6300","16.2200","","1.62%"
"08-12-2020","18.6175","18.0250","18.7950","16.2675","","3.29%"
"07-12-2020","18.0250","18.0275","18.3150","16.9500","","-0.01%"
"04-12-2020","18.0275","19.0000","19.0350","16.5300","","-5.12%"
"03-12-2020","19.0000","19.9075","19.9075","17.7225","","-4.56%"
"02-12-2020","19.9075","20.1825","20.5525","17.9625","","-1.36%"
"01-12-2020","20.1825","19.8175","21.2350","19.2450","","1.84%"
"27-11-2020","19.8175","20.0225","21.2800","17.6250","","-1.02%"
"26-11-2020","20.0225","23.1275","23.1275","19.4375","","-13.43%"
"25-11-2020","23.1275","21.0575","23.4950","20.6800","","9.83%"
"24-11-2020","21.0575","20.7975","22.0000","20.0250","","1.25%"
"23-11-2020","20.7975","19.6175","20.8625","16.9100","","6.02%"
"20-11-2020","19.6175","19.5700","19.8075","16.9975","","0.24%"
"19-11-2020","19.5700","19.1200","19.9825","16.3250","","2.35%"
"18-11-2020","19.1200","19.8025","19.8025","15.7200","","-3.45%"
"17-11-2020","19.8025","19.1300","20.4050","18.4025","","0.51%"
"13-11-2020","19.7025","20.6200","29.5250","19.5575","","-4.45%"
"12-11-2020","20.6200","22.0325","22.0325","19.7875","","-6.41%"
"11-11-2020","22.0325","21.5775","22.3750","18.9950","","2.11%"
"10-11-2020","21.5775","20.1125","21.8450","19.8950","","7.28%"
"09-11-2020","20.1125","20.4975","21.0475","17.5800","","-1.88%"
"06-11-2020","20.4975","20.9650","20.9650","19.2825","","-2.23%"
"05-11-2020","20.9650","23.2000","23.2000","19.9900","","-9.63%"
"04-11-2020","23.2000","24.2400","24.2400","20.6725","","-4.29%"
"03-11-2020","24.2400","25.2100","25.3325","22.9175","","-3.85%"
"02-11-2020","25.2100","24.7525","25.9175","24.2200","","1.85%"
"30-10-2020","24.7525","24.0225","26.3000","21.7250","","3.04%"
"29-10-2020","24.0225","23.2800","24.3600","22.2825","","3.19%"
"28-10-2020","23.2800","22.1950","23.4650","20.0800","","4.89%"
"27-10-2020","22.1950","22.8325","23.1675","22.1225","","-2.79%"
"26-10-2020","22.8325","21.8275","23.4050","21.3200","","4.60%"
"23-10-2020","21.8275","22.6350","22.7800","19.8325","","-3.57%"
"22-10-2020","22.6350","22.9150","23.5150","17.4400","","-1.22%"
"21-10-2020","22.9150","22.6900","23.5450","18.3775","","0.99%"
"20-10-2020","22.6900","21.8175","22.7925","18.7900","","4.00%"
"19-10-2020","21.8175","21.6450","22.3175","15.4650","","0.80%"
"16-10-2020","21.6450","22.0575","22.4175","20.4850","","-1.87%"
"15-10-2020","22.0575","20.2100","22.2750","19.0375","","9.14%"
"14-10-2020","20.2100","20.7150","20.9625","18.4250","","-2.44%"
"13-10-2020","20.7150","21.1275","21.6500","20.5250","","-1.95%"
"12-10-2020","21.1275","20.3800","22.1000","19.3900","","3.67%"
"09-10-2020","20.3800","20.3800","21.0075","17.5100","","0.00%"
"08-10-2020","20.3800","20.0600","20.8550","18.9775","","1.60%"
"07-10-2020","20.0600","19.6350","20.3375","19.0675","","2.16%"
"06-10-2020","19.6350","19.7050","19.8925","18.3600","","-0.36%"
"05-10-2020","19.7050","18.3500","20.0250","18.3500","","7.38%"
"01-10-2020","18.3500","19.5300","19.5300","17.3750","","-6.04%"
"30-09-2020","19.5300","19.7750","20.2150","17.6750","","-1.24%"
"29-09-2020","19.7750","19.5725","20.1975","18.4275","","1.03%"
"28-09-2020","19.5725","20.6750","21.0975","19.3500","","-5.33%"
"25-09-2020","20.6750","23.5100","23.5100","18.6675","","-12.06%"
"24-09-2020","23.5100","20.9900","23.8175","20.9250","","12.01%"
"23-09-2020","20.9900","21.4100","22.4775","19.3700","","-1.96%"
"22-09-2020","21.4100","22.1875","23.2750","15.7550","","-3.50%"
"21-09-2020","22.1875","20.0450","22.9925","18.2675","","10.69%"
"18-09-2020","20.0450","20.1000","20.7700","17.5825","","-0.27%"
"17-09-2020","20.1000","19.6600","20.6825","17.5525","","2.24%"
"16-09-2020","19.6600","20.5975","20.5975","16.3250","","-4.55%"
"15-09-2020","20.5975","21.1900","21.1900","18.8975","","-2.80%"
"14-09-2020","21.1900","20.7125","21.7400","17.5325","","2.31%"
"11-09-2020","20.7125","21.2625","21.3450","18.1725","","-2.59%"
"10-09-2020","21.2625","22.2300","22.2300","17.7000","","-4.35%"
"09-09-2020","22.2300","22.7225","23.2700","20.1975","","-2.17%"
"08-09-2020","22.7225","22.0075","23.0725","17.5700","","3.25%"
"07-09-2020","22.0075","22.1525","23.2475","17.2450","","-0.65%"
"04-09-2020","22.1525","20.5025","22.6475","19.8575","","8.05%"
"03-09-2020","20.5025","21.1050","21.1050","18.1600","","-2.85%"
"02-09-2020","21.1050","21.8000","22.4950","19.8525","","-3.19%"
"01-09-2020","21.8000","22.8350","23.2425","21.1100","","-4.53%"
"31-08-2020","22.8350","18.3475","23.8725","16.4000","","24.46%"
"28-08-2020","18.3475","18.8950","18.8950","16.6550","","-2.90%"
"27-08-2020","18.8950","19.3025","19.4700","17.4525","","-2.11%"
"26-08-2020","19.3025","19.3150","19.5925","17.2225","","-0.06%"
"25-08-2020","19.3150","19.2300","19.8050","15.4225","","0.44%"
"24-08-2020","19.2300","19.9375","20.0675","17.8875","","-3.55%"
"21-08-2020","19.9375","20.6175","20.6175","14.8850","","-3.30%"
"20-08-2020","20.6175","19.9575","21.0800","17.6625","","3.31%"
"19-08-2020","19.9575","20.4300","20.4300","17.8350","","-2.31%"
"18-08-2020","20.4300","21.3075","21.3075","18.2525","","-4.12%"
"17-08-2020","21.3075","21.6725","22.8775","19.5575","","-1.68%"
"14-08-2020","21.6725","20.5675","22.9700","16.3400","","5.37%"
"13-08-2020","20.5675","20.8450","21.1900","19.4600","","-1.33%"
"12-08-2020","20.8450","21.3600","21.9225","16.8500","","-2.41%"
"11-08-2020","21.3600","22.5100","22.5100","20.2150","","-5.11%"
"10-08-2020","22.5100","22.5775","23.0150","21.4525","","-0.30%"
"07-08-2020","22.5775","23.1500","23.3100","21.7550","","-2.47%"
"06-08-2020","23.1500","23.5675","23.7050","22.5250","","-1.77%"
"05-08-2020","23.5675","23.8150","23.9325","21.8250","","-1.04%"
"04-08-2020","23.8150","25.1850","25.1850","23.5550","","-5.44%"
"03-08-2020","25.1850","24.1925","25.6900","23.2625","","4.10%"
"31-07-2020","24.1925","24.7275","25.3725","23.9675","","-2.16%"
"30-07-2020","24.7275","24.1125","25.1425","22.0900","","2.55%"
"29-07-2020","24.1125","23.6425","24.4975","23.6425","","1.99%"
"28-07-2020","23.6425","25.0175","25.2150","23.5450","","-5.50%"
"27-07-2020","25.0175","24.5350","25.7175","23.2900","","1.97%"
"24-07-2020","24.5350","24.6400","25.2950","22.7375","","-0.43%"
"23-07-2020","24.6400","24.8850","24.9350","24.0075","","-0.98%"
"22-07-2020","24.8850","24.4275","25.8025","23.7300","","1.87%"
"21-07-2020","24.4275","24.7125","24.7125","23.7250","","-1.15%"
"20-07-2020","24.7125","24.1575","25.1200","24.1575","","2.30%"
"17-07-2020","24.1575","25.3625","25.5025","23.7700","","-4.75%"
"16-07-2020","25.3625","26.2900","26.5975","25.2450","","-3.53%"
"15-07-2020","26.2900","26.6375","26.6375","23.7400","","-1.30%"
"14-07-2020","26.6375","25.2525","27.2650","25.2525","","5.48%"
"13-07-2020","25.2525","24.9425","25.9075","22.8050","","1.24%"
"10-07-2020","24.9425","24.9125","25.4775","23.4850","","0.12%"
"09-07-2020","24.9125","26.1000","27.6575","24.7350","","-4.55%"
"08-07-2020","26.1000","25.1025","26.3550","25.0300","","3.97%"
"07-07-2020","25.1025","25.1975","25.6450","24.2400","","-0.38%"
"06-07-2020","25.1975","25.7675","26.1750","24.5425","","-2.21%"
"03-07-2020","25.7675","26.5075","26.7750","25.6275","","-2.79%"
"02-07-2020","26.5075","28.1175","28.1175","26.3150","","-5.73%"
"01-07-2020","28.1175","29.1175","29.1625","27.9375","","-3.43%"
"30-06-2020","29.1175","28.9100","29.6325","28.4050","","0.72%"
"29-06-2020","28.9100","28.7350","30.4500","27.9800","","0.61%"
"26-06-2020","28.7350","29.7275","30.0650","28.3150","","-3.34%"
"25-06-2020","29.7275","29.5775","31.2850","29.0575","","0.51%"
"24-06-2020","29.5775","29.3400","30.5300","27.7900","","0.81%"
"23-06-2020","29.3400","30.4600","31.1475","29.2425","","-3.68%"
"22-06-2020","30.4600","29.9650","30.9825","29.9650","","1.65%"
"19-06-2020","29.9650","31.4550","31.9125","29.6775","","-4.74%"
"18-06-2020","31.4550","33.3550","33.4225","31.2175","","-5.70%"
"17-06-2020","33.3550","32.9650","34.0175","29.0500","","1.18%"
"16-06-2020","32.9650","32.5775","35.3125","30.4075","","1.19%"
"15-06-2020","32.5775","30.8225","33.7775","29.9150","","5.69%"
"12-06-2020","30.8225","29.6600","32.8750","29.6600","","3.92%"
"11-06-2020","29.6600","29.4375","30.4200","28.3900","","0.76%"
"10-06-2020","29.4375","30.2050","30.2050","28.7275","","-2.54%"
"09-06-2020","30.2050","29.6475","30.3400","27.2400","","1.88%"
"08-06-2020","29.6475","28.6800","30.1450","27.7975","","3.37%"
"05-06-2020","28.6800","29.6900","29.6900","25.9200","","-3.40%"
"04-06-2020","29.6900","30.0425","30.2650","28.4500","","-1.17%"
"03-06-2020","30.0425","30.1150","30.4025","29.3350","","-0.24%"
"02-06-2020","30.1150","30.7425","30.9175","27.9025","","-2.04%"
"01-06-2020","30.7425","30.2200","32.1725","28.8325","","1.73%"
"29-05-2020","30.2200","30.0175","30.5675","27.4100","","0.67%"
"28-05-2020","30.0175","31.2725","31.2725","29.1950","","-4.01%"
"27-05-2020","31.2725","31.4700","32.0150","28.8550","","-0.63%"
"26-05-2020","31.4700","32.3775","33.2100","30.9725","","-2.80%"
"22-05-2020","32.3775","32.9850","34.3600","26.3350","","-1.84%"
"21-05-2020","32.9850","35.8100","35.8100","32.5750","","-7.89%"
"20-05-2020","35.8100","39.4525","39.4525","34.0950","","-9.23%"
"19-05-2020","39.4525","40.9150","40.9150","37.9525","","-3.57%"
"18-05-2020","40.9150","38.0175","41.2450","27.9350","","7.62%"
"15-05-2020","38.0175","38.1825","38.4600","34.0550","","-0.43%"
"14-05-2020","38.1825","38.8350","38.8350","35.7950","","-1.68%"
"13-05-2020","38.8350","38.2050","39.0475","33.4400","","1.65%"
"12-05-2020","38.2050","38.0375","38.8125","35.2450","","0.44%"
"11-05-2020","38.0375","38.4075","38.4950","36.9475","","-0.96%"
"08-05-2020","38.4075","39.9300","39.9300","36.5475","","-3.81%"
"07-05-2020","39.9300","41.2475","41.7150","39.6575","","-3.19%"
"06-05-2020","41.2475","43.6075","43.6300","40.1975","","-5.41%"
"05-05-2020","43.6075","43.6700","43.8650","38.1475","","-0.14%"
"04-05-2020","43.6700","33.9875","43.9200","33.9875","","28.49%"
"30-04-2020","33.9875","33.8375","34.2525","32.5350","","0.44%"
"29-04-2020","33.8375","35.3550","35.3550","31.4825","","-4.29%"
"28-04-2020","35.3550","38.0425","41.9125","35.0675","","-7.06%"
"27-04-2020","38.0425","39.1175","40.1675","35.2125","","-2.75%"
"24-04-2020","39.1175","39.2300","39.9475","34.9825","","-0.29%"
"23-04-2020","39.2300","42.8225","42.8225","36.9975","","-8.39%"
"22-04-2020","42.8225","45.1975","45.4250","40.4650","","-5.25%"
"21-04-2020","45.1975","43.4550","45.9625","36.2150","","4.01%"
"20-04-2020","43.4550","42.5925","44.0375","40.2950","","2.03%"
"17-04-2020","42.5925","46.0950","46.0950","40.3050","","-7.60%"
"16-04-2020","46.0950","49.7350","49.7350","42.2550","","-7.32%"
"15-04-2020","49.7350","51.4575","51.4575","44.6475","","-3.35%"
"13-04-2020","51.4575","49.7450","52.4925","43.6350","","3.44%"
"09-04-2020","49.7450","52.2425","52.2425","46.9025","","-4.78%"
"08-04-2020","52.2425","51.8000","53.7325","46.9750","","0.85%"
"07-04-2020","51.8000","55.3025","55.3025","49.9425","","-6.33%"
"03-04-2020","55.3025","60.0525","60.5900","54.9000","","-7.91%"
"01-04-2020","60.0525","64.4075","64.4075","59.7800","","-6.76%"
"31-03-2020","64.4075","71.8900","71.8900","63.6075","","-10.41%"
"30-03-2020","71.8900","70.3850","73.3650","70.2800","","2.14%"
"27-03-2020","70.3850","71.5325","73.0300","65.6325","","-1.60%"
"26-03-2020","71.5325","77.6250","79.4050","70.6750","","-7.85%"
"25-03-2020","77.6250","83.6075","84.5975","75.9725","","-7.16%"
"24-03-2020","83.6075","71.9850","86.6350","71.9850","","16.15%"
"23-03-2020","71.9850","67.1000","73.3675","66.3175","","7.28%"
"20-03-2020","67.1000","72.1975","72.9650","65.3800","","-7.06%"
"19-03-2020","72.1975","63.9550","73.3425","63.0950","","12.89%"
"18-03-2020","63.9550","62.9250","64.5775","61.1525","","1.64%"
"17-03-2020","62.9250","58.8750","63.4400","57.2500","","6.88%"
"16-03-2020","58.8750","51.4725","59.8650","51.4725","","14.38%"
"13-03-2020","51.4725","41.1625","59.4825","41.1625","","25.05%"
"12-03-2020","41.1625","31.5550","42.3275","29.8100","","30.45%"
"11-03-2020","31.5550","30.8000","33.2375","29.6500","","2.45%"
"09-03-2020","30.8000","25.6425","34.3550","21.4250","","20.11%"
"06-03-2020","25.6425","23.2475","27.5500","23.2475","","10.30%"
"05-03-2020","23.2475","24.2250","24.2250","22.1250","","-4.04%"
"04-03-2020","24.2250","24.5425","26.2875","22.4250","","-1.29%"
"03-03-2020","24.5425","25.2025","26.4900","21.5425","","-2.62%"
"02-03-2020","25.2025","23.2350","26.3425","19.9200","","8.47%"
"28-02-2020","23.2350","17.7650","23.6975","17.4825","","30.79%"
"27-02-2020","17.7650","18.2600","19.1550","16.8275","","-2.71%"
